570,yxjeqyBB,VriUyyDM,1,Kelambakkam Bus Terminal,12.7865151207939,80.2219003760524,MTC,UP,6:20 AM
570,yxjeqyBB,bzkCWXwV,2,Chettinad Hospital,12.7959468451487,80.222816693539,MTC,UP,6:24 AM
570,yxjeqyBB,aEhaaulL,3,Hindustan College,12.8014492316854,80.2234830715595,MTC,UP,6:26 AM
570,yxjeqyBB,syNMMSsu,4,Padur,12.8054953645818,80.2240691206266,MTC,UP,6:28 AM
570,yxjeqyBB,nermFKBU,5,Akshaya Padur,12.8110198881784,80.2279459465107,MTC,UP,6:30 AM
570,yxjeqyBB,eHBdrFbQ,6,Kazhipattur,12.8196453659373,80.2303984278434,MTC,UP,6:34 AM
570,yxjeqyBB,AQHsowCO,7,Vaniyanchavadi Padma Adarsh School,12.8263573168062,80.2312504255,MTC,UP,6:36 AM
570,yxjeqyBB,oLzlCKof,8,IT Park Siruseri Or Muttukadu,12.8331505001793,80.2287317992792,MTC,UP,6:38 AM
570,yxjeqyBB,QxkHLGuk,9,Navallur,12.8447227019753,80.2264329455497,MTC,UP,6:39 AM
570,yxjeqyBB,MlXQVZuf,10,AGS Complex Navalur,12.8504082242678,80.2263838472379,MTC,UP,6:44 AM
570,yxjeqyBB,VHmQaoRO,11,Semmancheri,12.861658751683,80.2264013746972,MTC,UP,6:51 AM
570,yxjeqyBB,kbNsckqG,12,Satyabhama University,12.8710494937925,80.2264134847262,MTC,UP,6:54 AM
570,yxjeqyBB,qQJgvOFz,13,Kumaran Nagar,12.8776436282884,80.2266466621155,MTC,UP,6:57 AM
570,yxjeqyBB,oRUBDfuD,14,Ponniamman Kovil,12.886070391143,80.226688052114,MTC,UP,7:00 AM
570,yxjeqyBB,nunLDRbE,15,Government School Sholinganallur,12.894547209832,80.2274082880788,MTC,UP,7:03 AM
570,yxjeqyBB,deapEAbC,16,Sholinganallur,12.8999126491676,80.2276772659969,MTC,UP,7:07 AM
570,yxjeqyBB,aZtqChJJ,17,Dollar Or Accenture,12.9074830010336,80.2281537642377,MTC,UP,7:09 AM
